ORIGEM	DESTINO	Faixa Et†ria	Escolaridade	Renda Familiar	Periodo do dia	Motivo	Principal Modal	Fez Integraá∆o?	Se sim, qual modal?	Tempo de Viagem	Frequància
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	18 a 24 anos	Ensino Superior incompleto	Prefiro n∆o dizer	Manh∆ (5h - 12h)	Lazer / Turismo	Carro pr¢prio	NAO		Entre 15 e 30 min	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	45 a 59 anos	Ensino Superior completo ou mais	Entre 4 e 10 sal†rios m°nimos	Tarde (12h - 18h)	Lazer / Turismo	Carro pr¢prio	NAO		Entre 30 min e 1h	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	18 a 24 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Lazer / Turismo	Carro pr¢prio	NAO		Entre 30 min e 1h	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	25 a 34 anos	Ensino Superior completo ou mais	Entre 4 e 10 sal†rios m°nimos	Manh∆ (5h - 12h)	Lazer / Turismo	Carro pr¢prio	NAO		Entre 30 min e 1h	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	25 a 34 anos	Ensino Superior completo ou mais	Entre 4 e 10 sal†rios m°nimos	Noite (18h - 00h)	Outros	Carro pr¢prio	NAO		Entre 1h30 e 2h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Zona Industrial	35 a 44 anos	Ensino Superior completo ou mais	Entre 4 e 10 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	Carro pr¢prio	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Mateus 	35 a 44 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	Carro pr¢prio	NAO		Maior que 2h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	 Competiá∆o 	Menos de 18 anos	Ensino MÇdio incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Outros	‚nibus	NAO		Maior que 2h	Raramente
S∆o Lu°s - Cohama	Bacabal 	45 a 59 anos	Ensino Superior completo ou mais	Prefiro n∆o dizer	Tarde (12h - 18h)	Lazer / Turismo	‚nibus	NAO		Maior que 2h	Raramente
S∆o Lu°s - Cohama	Paáo do Lumiar	25 a 34 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Tarde (12h - 18h)	Trabalho	‚nibus	SIM		Entre 1h30 e 2h	Diariamente
S∆o Lu°s - Cohama	Raposa	25 a 34 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Maior que 2h	Semanalmente
S∆o Lu°s - Cohama	Santo Amaro	45 a 59 anos	Ensino MÇdio completo	Entre 4 e 10 sal†rios m°nimos	Madrugada (00h - 5h)	Lazer / Turismo	‚nibus	NAO		Maior que 2h	Raramente
S∆o Lu°s - Cohama	S∆o JosÇ de Ribamar	25 a 34 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 1h30 e 2h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o JosÇ de Ribamar	25 a 34 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o JosÇ de Ribamar	25 a 34 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO	‚nibus	Entre 15 e 30 min	Diariamente
S∆o Lu°s - Cohama	S∆o JosÇ de Ribamar	25 a 34 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO	‚nibus	Entre 15 e 30 min	Diariamente
S∆o Lu°s - Cohama	S∆o JosÇ de Ribamar	25 a 34 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO	‚nibus	Entre 15 e 30 min	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Bancaga	45 a 59 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Maior que 2h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Bancaga	Menos de 18 anos	Ensino MÇdio incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO		Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Bancaga	18 a 24 anos	Ensino Superior incompleto	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	SIM	‚nibus	Entre 1 e 1h30	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Bancaga	18 a 24 anos	Ensino Superior incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Estudo	‚nibus	SIM	Transporte por aplicativo (Uber, 99)	Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Bancaga	25 a 34 anos	Ensino Superior incompleto	Prefiro n∆o dizer	Manh∆ (5h - 12h)	Estudo	‚nibus	SIM	‚nibus	Entre 1 e 1h30	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Bancaga	35 a 44 anos	Ensino Superior completo ou mais	Entre 2 e 4 sal†rios m°nimos	Tarde (12h - 18h)	Trabalho	‚nibus	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Bancaga	25 a 34 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Tarde (12h - 18h)	Estudo	‚nibus	SIM	‚nibus	Entre 1 e 1h30	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Bancaga	25 a 34 anos	Ensino Superior incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO		Entre 1 e 1h30	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	18 a 24 anos	Ensino Superior incompleto	Entre 2 e 4 sal†rios m°nimos	Tarde (12h - 18h)	Trabalho	‚nibus	SIM	‚nibus	Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	60 anos ou mais	Ensino Fundamental incompleto	Entre 1 e 2 sal†rios m°nimos	Tarde (12h - 18h)	Sa£de (consultas mÇdicas, exames)	‚nibus	SIM	‚nibus	Entre 30 min e 1h	1 a 2 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	Menos de 18 anos	Ensino MÇdio incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Estudo	‚nibus	SIM	Transporte por aplicativo (Uber, 99)	Entre 15 e 30 min	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	25 a 34 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Tarde (12h - 18h)	Lazer / Turismo	‚nibus	SIM	Transporte por aplicativo (Uber, 99)	Entre 15 e 30 min	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	25 a 34 anos	Ensino Superior incompleto	Entre 4 e 10 sal†rios m°nimos	Madrugada (00h - 5h)	Trabalho	‚nibus	SIM	‚nibus	Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	18 a 24 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO	‚nibus	Entre 1 e 1h30	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	18 a 24 anos	Ensino Superior incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO		Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	Menos de 18 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	45 a 59 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	25 a 34 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Tarde (12h - 18h)	Serviáos (Cart¢rio, Detran, etc...)	‚nibus	NAO		Entre 30 min e 1h	1 a 2 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	35 a 44 anos	Ensino Superior completo ou mais	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	45 a 59 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Sa£de (consultas mÇdicas, exames)	‚nibus	NAO		Entre 30 min e 1h	1 a 2 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	18 a 24 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	SIM	‚nibus	Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	Menos de 18 anos	Ensino Fundamental incompleto	Entre 4 e 10 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	SIM	‚nibus	Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	35 a 44 anos	Ensino MÇdio incompleto	Entre 2 e 4 sal†rios m°nimos	Tarde (12h - 18h)	Trabalho	‚nibus	SIM	‚nibus	Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	60 anos ou mais	Ensino MÇdio incompleto	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	SIM	‚nibus	Entre 30 min e 1h	1 a 2 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	35 a 44 anos	Ensino MÇdio incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	Menos de 18 anos	Ensino Fundamental incompleto	Prefiro n∆o dizer	Manh∆ (5h - 12h)	Estudo	‚nibus	SIM	‚nibus	Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	35 a 44 anos	Ensino Superior incompleto	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	35 a 44 anos	Ensino Superior completo ou mais	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Lazer / Turismo	‚nibus	NAO		Entre 1 e 1h30	1 a 2 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	35 a 44 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	35 a 44 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	35 a 44 anos	Ensino Superior completo ou mais	Entre 1 e 2 sal†rios m°nimos	Tarde (12h - 18h)	Sa£de (consultas mÇdicas, exames)	‚nibus	NAO		Entre 1 e 1h30	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	35 a 44 anos	Ensino Superior completo ou mais	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Lazer / Turismo	‚nibus	NAO		Entre 30 min e 1h	1 a 2 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	35 a 44 anos	Ensino MÇdio incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Entre 30 min e 1h	1 a 2 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	35 a 44 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Lazer / Turismo	‚nibus	NAO		Entre 30 min e 1h	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	25 a 34 anos	Ensino MÇdio incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Lazer / Turismo	‚nibus	NAO		Entre 30 min e 1h	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	25 a 34 anos	Ensino Superior completo ou mais	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Entre 30 min e 1h	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	25 a 34 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Lazer / Turismo	‚nibus	NAO		Entre 30 min e 1h	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	35 a 44 anos	Ensino Superior incompleto	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Entre 30 min e 1h	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	35 a 44 anos	Ensino Superior incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Entre 15 e 30 min	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	35 a 44 anos	Ensino Superior incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Lazer / Turismo	‚nibus	NAO		Entre 15 e 30 min	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	25 a 34 anos	Ensino Superior incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Lazer / Turismo	‚nibus	NAO		Entre 30 min e 1h	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	25 a 34 anos	Ensino Superior completo ou mais	AtÇ 1 sal†rio m°nimo	Tarde (12h - 18h)	Lazer / Turismo	‚nibus	NAO		Entre 30 min e 1h	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	25 a 34 anos	Ensino MÇdio incompleto	Entre 1 e 2 sal†rios m°nimos	Tarde (12h - 18h)	Trabalho	‚nibus	SIM	‚nibus	Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	45 a 59 anos	Ensino Fundamental completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 15 e 30 min	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	45 a 59 anos	Ensino Fundamental completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 1 e 1h30	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	35 a 44 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	18 a 24 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	25 a 34 anos	Ensino Superior incompleto	Entre 1 e 2 sal†rios m°nimos	Tarde (12h - 18h)	Estudo	‚nibus	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	45 a 59 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	25 a 34 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Tarde (12h - 18h)	Trabalho	‚nibus	SIM	‚nibus	Entre 30 min e 1h	Semanalmente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	25 a 34 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Tarde (12h - 18h)	Estudo	‚nibus	SIM	‚nibus	Entre 1 e 1h30	Semanalmente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	35 a 44 anos	Ensino MÇdio incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	25 a 34 anos	Ensino Superior completo ou mais	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	35 a 44 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 1 e 1h30	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	25 a 34 anos	Ensino Superior incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	25 a 34 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	35 a 44 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Serviáos (Cart¢rio, Detran, etc...)	‚nibus	NAO		Entre 30 min e 1h	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	25 a 34 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	45 a 59 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	Menos de 18 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Tarde (12h - 18h)	Estudo	‚nibus	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	25 a 34 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	25 a 34 anos	Ensino Superior incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	Menos de 18 anos	Ensino MÇdio incompleto	AtÇ 1 sal†rio m°nimo	Tarde (12h - 18h)	Lazer / Turismo	‚nibus	NAO		Entre 30 min e 1h	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	35 a 44 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Tarde (12h - 18h)	Lazer / Turismo	‚nibus	NAO		Entre 30 min e 1h	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	45 a 59 anos	Ensino Fundamental incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	35 a 44 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Menos de 15 min	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	25 a 34 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Tarde (12h - 18h)	Compras (ComÇrcio)	‚nibus	NAO		Entre 30 min e 1h	1 a 2 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	45 a 59 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Entre 30 min e 1h	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	35 a 44 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 30 min e 1h	Semanalmente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	35 a 44 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	35 a 44 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Tarde (12h - 18h)	Trabalho	‚nibus	NAO		Entre 30 min e 1h	Semanalmente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	35 a 44 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Tarde (12h - 18h)	Trabalho	‚nibus	NAO		Entre 30 min e 1h	Semanalmente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	18 a 24 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 30 min e 1h	Semanalmente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	18 a 24 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	35 a 44 anos	Ensino Fundamental completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Sa£de (consultas mÇdicas, exames)	‚nibus	SIM	‚nibus	Entre 30 min e 1h	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	18 a 24 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 15 e 30 min	Semanalmente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	45 a 59 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Lazer / Turismo	‚nibus	NAO		Entre 30 min e 1h	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Centro	18 a 24 anos	Ensino Superior completo ou mais	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Entre 15 e 30 min	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	18 a 24 anos	Ensino Superior incompleto	AtÇ 1 sal†rio m°nimo	Tarde (12h - 18h)	Estudo	‚nibus	NAO		Entre 1 e 1h30	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	18 a 24 anos	Ensino Superior incompleto	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	SIM	Transporte por aplicativo (Uber, 99)	Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	25 a 34 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO		Entre 1h30 e 2h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	18 a 24 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO		Entre 1 e 1h30	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	35 a 44 anos	Ensino MÇdio incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 1h30 e 2h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	18 a 24 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO		Entre 1 e 1h30	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	18 a 24 anos	Ensino Superior incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Estudo	‚nibus	SIM	Carona com alguÇm	Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	25 a 34 anos	Ensino Superior incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO		Entre 15 e 30 min	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	18 a 24 anos	Ensino MÇdio completo	Prefiro n∆o dizer	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO		Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	18 a 24 anos	Ensino Superior incompleto	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	SIM	‚nibus	Entre 30 min e 1h	Diariamente
S∆o Lu°s - cohama	S∆o Lu°s - Cidade Oper†ria	18 a 24 anos	Ensino Superior incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	18 a 24 anos	Ensino Superior incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO		Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	18 a 24 anos	Ensino Superior incompleto	AtÇ 1 sal†rio m°nimo	Tarde (12h - 18h)	Estudo	‚nibus	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	25 a 34 anos	Ensino Superior incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	SIM	‚nibus	Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	18 a 24 anos	Ensino Superior incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
